date,model,realised_r,VaR_95,ES_95,VaR_99,ES_99
2018-02-05,Heston,-0.008778620698306483,0.01929608357139924,0.024670983973122118,0.027741596055015097,0.03265519121416764
2018-02-05,Merton,-0.008778620698306483,0.012235327767356521,0.02304336489516314,0.022760517546454032,0.05491378416361704
2018-02-05,HistSim,-0.008778620698306483,0.012139462941840224,0.017163745334672954,0.020278169382724344,0.025938018182549528
2018-02-06,GARCH,-0.015904081654676716,0.010229048940814587,0.013196057587511386,0.014891071804836753,0.017603434496971482
2018-02-06,Heston,-0.015904081654676716,0.019951195232753016,0.025293565985612398,0.028488092743211717,0.03312583355874861
2018-02-06,Merton,-0.015904081654676716,0.011148656195625453,0.01673997097680494,0.021034708909327324,0.026375343915841246
2018-02-06,HistSim,-0.015904081654676716,0.012139462941840224,0.017163745334672954,0.020278169382724344,0.025938018182549528
2018-02-07,GARCH,-0.002054814153954254,0.011410022404246756,0.014570925182858002,0.016461020230836315,0.01920501695222882
2018-02-07,Heston,-0.002054814153954254,0.020572022703582986,0.025886852191175102,0.028979221314096595,0.03328231457452976
2018-02-07,Merton,-0.002054814153954254,0.011532601183857691,0.01716526816570479,0.02033229520989749,0.02616228997945613
2018-02-07,HistSim,-0.002054814153954254,0.01237622320441431,0.0173054450001716,0.020278169382724344,0.025938018182549528
2018-02-08,GARCH,0.00951385114581349,0.011387461001574315,0.014438137614585237,0.016213136828410944,0.0186830836072973
2018-02-08,Heston,0.00951385114581349,0.02052651542313086,0.026074476758454077,0.02982161846099277,0.03434447993757071
2018-02-08,Merton,0.00951385114581349,0.011393707676108863,0.01726058217987883,0.021952449802190004,0.026814295590405428
2018-02-08,HistSim,0.00951385114581349,0.01237622320441431,0.0173054450001716,0.020278169382724344,0.025938018182549528
2018-02-09,GARCH,-0.011592044448498484,0.011353260592642349,0.014537845207923564,0.016688741563528422,0.019284908732836763
2018-02-09,Heston,-0.011592044448498484,0.02011306009402837,0.02549238819391126,0.028932162925228735,0.033031228237072635
2018-02-09,Merton,-0.011592044448498484,0.011375170983113025,0.016967312550020208,0.02133379995649575,0.025745257704002034
2018-02-09,HistSim,-0.011592044448498484,0.01237622320441431,0.0173054450001716,0.020278169382724344,0.025938018182549528
2018-02-12,GARCH,0.008078254517087657,0.011672934739005733,0.014905084635810148,0.01697186088303334,0.0194347694988806
2018-02-12,Heston,0.008078254517087657,0.020513467328141126,0.02597447443854357,0.029208102955087138,0.03378829427862493
2018-02-12,Merton,0.008078254517087657,0.011415837685474668,0.01733447453946625,0.0213037786736545,0.02676533606462626
2018-02-12,HistSim,0.008078254517087657,0.01237622320441431,0.0173054450001716,0.020278169382724344,0.025938018182549528
2018-02-14,GARCH,-0.0036928186917020156,0.011718855542001626,0.0149580222167335,0.016876031389308762,0.01959274696926823
2018-02-14,Heston,-0.0036928186917020156,0.02030454150598866,0.025658556183737708,0.029067933224468885,0.03350770074374839
2018-02-14,Merton,-0.0036928186917020156,0.011615251500289537,0.017677553060500815,0.02223576860838549,0.027494760706620536
2018-02-14,HistSim,-0.0036928186917020156,0.012139462941840224,0.017264842084033418,0.020278169382724344,0.025938018182549528
2018-02-15,GARCH,0.004238223668407315,0.011526060090500407,0.01467669425124372,0.016682983067750602,0.01929561752131947
2018-02-15,Heston,0.004238223668407315,0.020093520444102994,0.025274345591634117,0.02881829185211194,0.03275818658922719
2018-02-15,Merton,0.004238223668407315,0.011068354122357892,0.017490863036689525,0.021622909248469883,0.02834801067080101
2018-02-15,HistSim,0.004238223668407315,0.011943631940186524,0.017243782815307397,0.020278169382724344,0.025938018182549528
2018-02-16,GARCH,-0.008877197442513918,0.011323288265979257,0.014350648999664234,0.016421516756390784,0.01872375284472485
2018-02-16,Heston,-0.008877197442513918,0.019865135332985052,0.024993005099147148,0.027608370067563646,0.03271300080704941
2018-02-16,Merton,-0.008877197442513918,0.011468209420935993,0.01754510058341178,0.021896314405647745,0.027983572854225952
2018-02-16,HistSim,-0.008877197442513918,0.011943631940186524,0.017243782815307397,0.020278169382724344,0.025938018182549528
2018-02-19,GARCH,-0.007095270288084876,0.011284264993256684,0.014300626043541629,0.01583905922978762,0.018841750413615427
2018-02-19,Heston,-0.007095270288084876,0.020500718116507322,0.026105763501563024,0.02982614089280714,0.03420792725210833
2018-02-19,Merton,-0.007095270288084876,0.011462627931418511,0.017716666159529524,0.022321549275580086,0.02847356356342956
2018-02-19,HistSim,-0.007095270288084876,0.011943631940186524,0.017243782815307397,0.020278169382724344,0.025938018182549528
2018-02-20,GARCH,-0.0017358770846751526,0.011629929233616897,0.014924175221665798,0.017110747756441447,0.019686049318334484
2018-02-20,Heston,-0.0017358770846751526,0.02040746998553376,0.02583237713215898,0.028704640864072477,0.03325569894436979
2018-02-20,Merton,-0.0017358770846751526,0.011030796934462328,0.016898551556420564,0.020497979845285414,0.026888177612778716
2018-02-20,HistSim,-0.0017358770846751526,0.011851924954034929,0.017173416352603256,0.020278169382724344,0.025938018182549528
2018-02-21,GARCH,0.003569718731482041,0.011468472977856978,0.014626933538984463,0.016299207639389884,0.01894890044877959
2018-02-21,Heston,0.003569718731482041,0.01985786404982646,0.024987133449316558,0.028261097096845933,0.03245196149462993
2018-02-21,Merton,0.003569718731482041,0.011389319892766031,0.01738531797127053,0.02138278887373325,0.027526268788452386
2018-02-21,HistSim,0.003569718731482041,0.011604822643770602,0.017162209805035432,0.020278169382724344,0.025938018182549528
2018-02-22,GARCH,-0.0014196242279194138,0.01105142910753893,0.014012453754697429,0.015902447494390477,0.018321749700660056
2018-02-22,Heston,-0.0014196242279194138,0.020080746468022673,0.02537719032547522,0.028894696937480348,0.03330860913739075
2018-02-22,Merton,-0.0014196242279194138,0.01062010613718347,0.01649047034586692,0.020476088038959214,0.026422034756611586
2018-02-22,HistSim,-0.0014196242279194138,0.011604822643770602,0.017162209805035432,0.020278169382724344,0.025938018182549528
2018-02-23,GARCH,0.0103815157790077,0.01101406876876976,0.014026251512119796,0.01602672069511565,0.018536991834971952
2018-02-23,Heston,0.0103815157790077,0.017834952014121035,0.022634186527193442,0.025765504766195935,0.02939327074063379
2018-02-23,Merton,0.0103815157790077,0.012081414153008856,0.020431569844225107,0.021163687263354814,0.043557796346957514
2018-02-23,HistSim,0.0103815157790077,0.01122713781707371,0.016276557050184125,0.01814323692066636,0.023243029697532336
2018-02-26,GARCH,0.008688611908416632,0.010817309357294904,0.013820371053420174,0.015779754750197855,0.01804978448320343
2018-02-26,Heston,0.008688611908416632,0.018529092606907525,0.023096422441969515,0.026171632139372524,0.029577046058628032
2018-02-26,Merton,0.008688611908416632,0.011188825574121427,0.016393315501488877,0.020226373963589638,0.024523532875042404
2018-02-26,HistSim,0.008688611908416632,0.01122713781707371,0.016276557050184125,0.01814323692066636,0.023243029697532336
